,url,status,title,email,phone,address,copyright,norm_title,scraped_index,company_index,score,address1,city,postal_code,country,founding_date,name,company_number,phone_number,unique_id,norm_name
5862,https://feebe.nl,200,Welkom bij Feebe Boarding Equipment uit Bolsward!,mailto:sales@feebe.nl,tel:+31517850851,,© Feebe Boarding Equipment ∙ Website,welkom feebe boarding equipment bolsward,5862,7420,52,Woudhuizermark 79,Apeldoorn,7325AC,NL,2013-01-01,Reesink Agricultural Equipment NL B.V.,08056708,+31575599469,521402722,reesink agricultural equipment nl
5864,https://www.thaichili.nl/,200,Thai Chili,,,,Powered by | ©,thai chili,5864,2219,70,Nassaukade 32 H,Amsterdam,1052CK,NL,2020-01-01,Just Chili B.V.,80101461,,604626194,just chili
5865,https://www.woonin.nl/,200,Home - Woonin,,tel:0889890123,,© Woonin 2024,home woonin,5865,4052,78,Voorweg 109,Zoetermeer,2716NH,NL,2014-01-01,De Hooge Woning,73387126,+31793218023,603986457,hooge woning
5866,https://luneactive.com,200,Lune Active,,,,© 2024 - Lune Active,lune active,5866,5771,100,Verrijn Stuartweg 3 E,Diemen,1112AW,NL,2023-01-01,Lune Active B.V.,89229207,,605689555,lune active
5867,https://pinkpro.eu,200,Pink Pro,mailto:info@pinkpro.eu,,,,pink pro,5867,4642,100,Utrechtsestraatweg 198,Rhenen,3911TX,NL,2019-01-01,Pink Pro B.V.,74623842,,604124264,pink pro
5868,https://renebrussel.nl,200,René Brussel - Klusservice,mailto:info@renebrussel.nl,tel:+31647683756,,"© 2021, René Brussel",rené brussel klusservice,5868,7524,83,Wieder 8,Warmenhuizen,1749KD,NL,2021-01-01,René Brussel Klusbedrijf,83023992,+31226394981,604977097,rené brussel klusbedrijf
5869,https://www.artifactuprising.com/,200,Artifact Uprising | Premium Photo Printing for Your Stories,,,,©,artifact uprising premium photo printing for your stories,5869,2820,46,4045 Pecos st Ste 250,Denver,80211,US,2015-01-01,Artifact Uprising Llc,,+1720-605-8994,182634047,artifact uprising llc
5871,https://deweerdtenten.nl,200,De Weerd Tentenverhuur,mailto:info@deweerdtenten.nl,tel:+31575501223,,Copyright © 2024 - De Weerd Tentenverhuur,weerd tentenverhuur,5871,2118,81,Rijksstraatweg 100,Voorst,7383AV,NL,1977-01-01,Tentenverhuurbedrijf J. de Weerd B.V.,08038265,+31575501223,514825080,tentenverhuurbedrijf j weerd
5872,https://www.socialleisure.nl/,200,Home - Social Leisure,mailto:info@socialleisure.nl,,,,home social leisure,5872,3246,85,James Wattstraat 8,Alkmaar,1817DC,NL,2021-01-01,Social Leisure B.V.,76517705,,604349536,social leisure
5873,https://visscher-ict.nl,200,Visscher-ICT,,,hier,© 2005 - 2024 Visscher-ICT,visscherict,5873,4353,100,Noordweg 78 A,Kampen,8262BV,NL,2005-01-01,Visscher-Ict,05077298,+31383335552,524586913,visscherict
5874,https://www.bloomholland.nl/,200,BloomHolland,mailto:info@bloomholland.nl,tel:+31(0)235512852,,,bloomholland,5874,9915,96,Elswoutslaan 2,Overveen,2051AE,NL,2024-01-01,Bloom Holland,92417914,+31235512852,606081606,bloom holland
5875,https://www.waterreclame.nl/,200,Homepage - WaterReclame,mailto:info@waterreclame.nl,tel:+31172700006,,Avantage © 2023,homepage waterreclame,5875,3939,73,Ondernemingsweg 2 B,Alphen aan den Rijn,2404HN,NL,2012-01-01,Waterreclame,57071233,+31172700006,602028187,waterreclame
5878,https://kampsbv.nl,200,KampsBV,mailto:contact@kampsbv.nl,tel:+31592241239,,©,kampsbv,5878,845,83,'t Veld 8 C,Annen,9468GS,NL,1927-01-01,Kamps B.V.,04004110,+31592241239,514268526,kamps
5882,https://instalwest.nl,200,Home – Weststrate,mailto:info@instalwest.nl,tel:0113-603929,,,home weststrate,5882,9826,65,Bordewijkring 40,Oud Beijerland,3261PV,NL,2010-01-01,Hofmeester en Partners B.V.,23092532,+31186623810,514877248,hofmeester partners
5883,https://www.rivocon.nl/,200,Welkom - Rivocon,mailto:info@rivocon.nl,tel:0168480240,,© 2024 RIVOCON B.V. Alle rechten voorbehouden,welkom rivocon,5883,6494,67,Westbroek 50,Breda,4822ZW,NL,2017-01-01,Rivocon B.V.,70408203,+31168480240,603626068,rivocon
5888,https://provalo.nl,200,The East Coast Holding PROVALO - www.linkedin.com/in/svenvangalen,,,,,the east coast holding provalo wwwlinkedincominsvenvangalen,5888,9058,46,Lichtenbergerstraat 12,Montfoort,3417BD,NL,2013-01-01,Coaching- en Healingpraktijk Ineke Hermus,28593359,,602303257,coaching healingpraktijk ineke hermus
5889,https://www.autoschade-bleyenberg.nl/,200,Home - AUTOSCHADE BLEYENBERG,mailto:info@autoschade-bleyenberg.nl​,tel:0497385908,,,home autoschade bleyenberg,5889,7974,89,Nijverheidsweg 9,Hapert,5527AG,NL,2022-01-01,Autoschade Bleyenberg B.V.,17087110,+31497385908,600393955,autoschade bleyenberg
5890,https://wilcoair.nl,200,WilcoAir - Wilco Air,mailto:info@wilcoair.nl,tel:0541-29 32 99,,© 2024 WilcoAir,wilcoair wilco air,5890,9397,67,Walstraat 13,Ootmarsum,7631ET,NL,1998-01-01,Wilco Air B.V.,06073121,+31541293299,529409604,wilco air
5891,https://www.lucreations.nl/,200,Lucreations,mailto:Info@lucreations,,,© 2024 LuCreations,lucreations,5891,253,100,Grachtswalplein 2,Harlingen,8861SH,NL,2023-01-01,Lucreations,92057837,,606037027,lucreations
5892,https://vuursteen.nl,200,Vuursteen.nl is te koop,,,,,vuursteennl koop,5892,4546,72,Hoenwaardseweg 31 A,Hattem,8051SH,NL,1994-01-01,Vuursteen B.V.,08063112,+31384448727,529830138,vuursteen
5894,https://www.erly.nl/,200,erly - search publieke sector,,,,© 2024 Erly,erly search publieke sector,5894,9684,59,710 Johnnie Dodds Blvd Ste 300,Mount Pleasant,29464,US,2018-01-01,Tower Research,,+1843-284-8188,152166182,tower research
5895,https://www.nhflowers.nl/,200,NH Flowers,mailto:info@nhflowers.nl,tel:020 - 226 1226;,,NH Flowers © 2021. All Rights Reserved /,nh flowers,5895,9437,72,Herenwerf 13,Maasland,3155DK,NL,1996-01-01,Van Uffelen Flowers B.V.,27240277,+31174516824,661247299,uffelen flowers
5896,https://www.hoogkamer-assurantien.nl/,200,Hoogkamer Assurantien,,,,,hoogkamer assurantien,5896,3503,98,Heereweg 278,Lisse,2161BT,NL,2022-01-01,Hoogkamer Assurantiën B.V.,28069806,+31252436070,600457985,hoogkamer assurantiën
5897,https://loonbedrijfzweverink.nl,200,loonbedrijf Zweverink | Hengelo Gld,,,,,loonbedrijf zweverink hengelo gld,5897,2564,78,Heideweversweg 4 A,Hengelo Gld,7255LV,NL,2009-01-01,Loonbedrijf Zweverink B.V.,08075063,+31575461701,661030342,loonbedrijf zweverink
5900,https://sponsoreurope.com,200,Sponsor Europe,mailto:info@sponsoreurope.com,,,Copyright © Sponsor Europe 2006 - 2022,sponsor europe,5900,9625,100,'S-Gravenbroekseweg 15 A,Reeuwijk,2811GA,NL,2023-01-01,Sponsor Europe B.V.,90734408,,605876423,sponsor europe
5905,https://derooijmilieutechniek.com,200,Home - De Rooij,mailto:info@derooijmilieutechniek.nl,,,,home rooij,5905,4690,82,Stokhasseltlaan 39,Tilburg,5049TB,NL,2010-01-01,M. de Rooij B.V.,18047842,+31134550860,498038721,m rooij
5911,https://www.debadtslgt.nl/,200, de Badts LGT,,,,,badts lgt,5911,293,100,Tragel Oost 19 A,Schoondijke,4507JA,NL,2012-01-01,De Badts Lgt,55797997,,601693390,badts lgt
5912,https://transdoclink.com,200,TransDocLink | Home,mailto:info@transdoclink.com,,,Copyright © 2024 ,transdoclink home,5912,6238,83,Tupolevlaan 41,Schiphol-Rijk,1119NW,NL,2021-01-01,Transdoclink B.V.,64692639,+31207235321,602945634,transdoclink
5913,https://aseprojects.nl,200,ASE projects - Home,mailto:info@aseprojects.nl,tel:31598623200,,,ase projects home,5913,3462,83,J. Kammingastraat 105,Wildervank,9648KK,NL,2017-01-01,Ase Projects B.V.,68904169,+31598623200,603444148,ase projects
5914,https://www.singhcvenloodgietersbedrijf.nl/,200,Singh CV en loodgietersbedrijf – Voor al uw cv en loodgieterswerk!,,tel:+31615913134,,,singh cv loodgietersbedrijf al uw cv loodgieterswerk,5914,672,68,Vesting 25,Vijfhuizen,2141MD,NL,2022-01-01,Singh C.V. en Loodgietersbedrijf,85053279,,605216709,singh cv loodgietersbedrijf
5915,https://technicie.nl,200,Technicie,,,,Copyright © 2021 Technicie,technicie,5915,6608,82,Moerbeistraat 15,Gouda,2803TA,NL,2008-01-01,Technigi,24445371,,600338178,technigi
5917,https://flower-valley.nl,200,Flower Valley B.V. - Home,mailto:info@flower-valley.nl,tel:+31228512142,,© 2024 Flower Valley | Ontworpen door,flower valley home,5917,3704,84,De Gouw 41 E,Enkhuizen,1602DN,NL,2015-01-01,Flower Valley B.V.,63240823,+31228512142,602776455,flower valley
5918,https://bikkersafety.eu,200,Bikker'Safety startpagina,,,,,bikkersafety startpagina,5918,3657,67,Dalienwaerd 39,'s-Hertogenbosch,5221KD,NL,2009-01-01,Bikker'Safety,30259047,,600497811,bikkersafety
5919,https://www.aannemersbedrijfkuipers.nl/,200,Aannemersbedrijf Kuipers,,,,© 2021 - 2024 Aannemersbedrijf Kuipers,aannemersbedrijf kuipers,5919,3005,100,Vermolenweg 55 A,Langeveen,7679TW,NL,1963-01-01,Aannemersbedrijf Kuipers B.V.,06083596,+31546681777,497854946,aannemersbedrijf kuipers
5920,https://www.jb-styling.nl/,200,JB-Styling | Pvc vloeren,mailto:info@jb-styling.nl,,,©2023 JB-Styling | Ontworpen door Grow & Glow Agency.,jbstyling pvc vloeren,5920,814,60,Haag en Veld 170,Amsterdam,1102GH,NL,2008-01-01,Vernon's Hairstyling,34289832,,600119251,vernons hairstyling
5921,https://dutchnailstore.nl/en/,200,Dutch Nail Store - Nails & Beauty,,,,© Dutch Nail Store 2023 Powered by JDI DTP,dutch nail store nails beauty,5921,6934,59,Rietstraat 281,Almelo,7606BV,NL,2018-01-01,Beauty & Nails by Louise,71570144,,603768128,beauty nails by louise
5922,https://sement.nl,200,Sement,mailto:info@sement.nl,tel:0182-512810,,© 2023 Sement,sement,5922,6687,100,Lage Gouwe 34,Gouda,2801LG,NL,2014-01-01,Sement B.V.,62051512,+31182512810,602634426,sement
5923,https://wijnberg.dev,200,Home - Wijnberg Developments,,,,© 2013 -,home wijnberg developments,5923,9683,89,Hyacinthstraat 197,Groningen,9713XE,NL,2013-01-01,Wijnberg Developments,59439483,,602317770,wijnberg developments
5924,https://nobelwaterwerken.nl,200,Home - Nobel Waterwerken,mailto:zie@custom.code,tel:0183-504334,,Copyright © 2022,home nobel waterwerken,5924,3445,87,Bruningsstraat 5,Werkendam,4251LA,NL,2019-01-01,Nobel Waterwerken B.V.,76924785,+31183504334,604401432,nobel waterwerken
5932,https://hrdprofessionals.nl,200,HRD Professionals,,,,,hrd professionals,5932,669,100,Houtsestraat 7,Balgoij,6613AC,NL,2020-01-01,Hrd Professionals B.V.,77711661,,604493892,hrd professionals
5933,https://www.ben-s.nl,200,ben-s.nl makelaardij - NVM makelaar Groningen,mailto:makelaardij@ben-s.nl,tel:0503133000,,,bensnl makelaardij nvm makelaar groningen,5933,1561,63,Statenlaan 2 B,Roden,9301RL,NL,1998-01-01,Bennink Makelaardij B.V.,04021468,+31505017272,514319576,bennink makelaardij
5934,https://worldledlight.nl,200,Worldledlight Skeleton Application,,,,,worldledlight skeleton application,5934,2806,56,Waanderweg 158,Emmen,7812HZ,NL,1995-01-01,Capricorn Holding Emmen B.V.,04048309,+31591626300,530321723,capricorn holding emmen
5935,https://poppelaarselectro.nl,200,Poppelaars Electro - Home,,,,© 2024 Poppelaars Electro. Alle rechten voorbehouden.,poppelaars electro home,5935,9559,88,st. Janstraat 50 A,Hoeven,4741AR,NL,1958-01-01,Poppelaars Electro,87779447,+31165502443,605535626,poppelaars electro
5936,https://bierlokaalantonius.nl,200,Bier- en Eetlokaal Antonius,,,,© 2024,bier eetlokaal antonius,5936,6464,90,Hoogstraat 21,Vlaardingen,3131BL,NL,2011-01-01,Bierlokaal Antonius B.V.,52609022,+31104348811,601285662,bierlokaal antonius
5937,https://www.mytravelelf.com/,200,Home | my-travel-elf,mailto:quotes@mytravelelf.com,,,© 2020 My Travel ELF,home mytravelelf,5937,4227,69,3339 Mystic River DR,Naples,34120,US,2010-01-01,My Travel Elf,,+1239-352-4041,122769756,my travel elf
5942,https://www.sswleiden.nl/,200,SSW Leiden – Studievereniging Social Work,,,,Copyright © 2024,ssw leiden studievereniging social work,5942,5658,95,Zernikedreef 11,Leiden,2333CK,NL,2013-01-01,Studievereniging Social Work Leiden,58380884,,602192355,studievereniging social work leiden
5943,https://vandermastconsultancy.nl,200,Van der Mast Consultancy – En nog een WordPress site,mailto:info@vdmast.nl,tel:0031416235015,,© Van der Mast Consultancy 2023 - Powered by,der mast consultancy nog wordpress site,5943,4671,68,Oosteind 31 A,Sprang-Capelle,5161MG,NL,2016-01-01,Van der Mast Consultancy,66643295,+31416235015,603182775,der mast consultancy
5944,https://www.luondo.nl/,200,Luondo,,,,,luondo,5944,1111,100,Maria Austriastraat 640,Amsterdam,1087JC,NL,2013-01-01,Luondo B.V.,57300976,,602061045,luondo
5946,https://essdconsulting.com,200,"
                ESSD Consulting    ",,,,© All rights reserved.,essd consulting,5946,2968,90,Assendelverstraat 57,Haarlem,2013SJ,NL,2023-01-01,Ssh Consulting,89823788,,605775186,ssh consulting
5947,https://dutchpinballmuseum.com,200,Dutch Pinball Museum – A Pinball Adventure,,,,© 2024 Dutch Pinball Museum,dutch pinball museum a pinball adventure,5947,7405,67,Voorhaven 12,Rotterdam,3024RM,NL,2016-01-01,Dutch Pinball Museum,65712765,,603074242,dutch pinball museum
5948,https://legitiem.nl,200,Legitiem - Afspraak is Afspraak!,,,,Legitiem © 2024,legitiem afspraak afspraak,5948,3092,50,Mariniersweg 157,Rotterdam,3011NK,NL,2022-01-01,Studio Asakara,85732656,,605294215,studio asakara
5952,https://www.destrandtent.nl/,200,Restaurant De Strandtent – Callantsoog,mailto:info@destrandtent.nl,,,,restaurant strandtent callantsoog,5952,2738,59,Plantage 2,Utrecht,3551DE,NL,2021-01-01,Restaurant Thai Chili,81393458,+31302420202,604773718,restaurant thai chili
5953,https://www.huisartsenpraktijkemmastaete.nl/,200,huisarts Poortugaal Emmastaete Kuipéri Snieders,,tel:010-2027611,,,huisarts poortugaal emmastaete kuipéri snieders,5953,251,61,Waalstraat 8 C,Poortugaal,3171BD,NL,2016-01-01,Huisartsenpraktijk Emmastaete,66723329,+31102027611,603192506,huisartsenpraktijk emmastaete
5955,https://vandersteeg.org,200,"Van der Steeg B.V.
   ",,,,"copyright=new Date(); update=copyright.getFullYear(); document.write(""Copyright © 2006-""+ update);",der steeg,5955,2849,100,Molenstraat 13,Bruchem,5314BX,NL,2017-01-01,Van der Steeg B.V.,11066432,+31418643553,520179326,der steeg
5959,https://hoogendoorn-bedrijfsautos.nl,200,"
        Hoogendoorn Bedrijfsauto's in Nieuwerkerk aan den IJssel is uw partner in mobiliteit    ",mailto:info@hoogendoorn-bedrijfsautos.nl,tel:+31 (0) 180 312 395,,,hoogendoorn bedrijfsautos nieuwerkerk aan den ijssel uw partner mobiliteit,5959,1967,51,2E Tochtweg 49,Nieuwerkerk A.D. IJssel,2914LM,NL,2017-01-01,Hoogendoorn Bedrijfsauto's B.V.,70221804,+31180312395,603601652,hoogendoorn bedrijfsautos
5962,https://renward.nl,200,RENWARD - Uw partner in vastgoed,mailto:info@renward.nl,tel:+31 (023) 204 90 01,,Renward BV © copyright 2024 |,renward uw partner vastgoed,5962,2451,68,Leimuiderdijk 239,Burgerveen,2154MN,NL,2008-01-01,Enzo Carper Vastgoed B.V.,34309032,+31172503090,600294483,enzo carper vastgoed
5963,https://agrimeij.nl,200,Agri-Meij |,mailto:info@agrimeij.nl,,,,agrimeij,5963,3109,100,Gravenlandweg 6,Bruinehaar,7675TC,NL,2023-01-01,Agri-Meij B.V.,77729722,+31546681312,604502040,agrimeij
5966,https://augustinusinterieur.nl,200,Under Construction,mailto:info@augustinusinterieur.nl,tel:0475497122,,,under construction,5966,3501,79,De Liesbosch 22,Nieuwegein,3439LC,NL,2008-01-01,TM Construction B.V.,24445732,+31308200212,600342882,tm construction
5967,https://www.storysellers.nl/,200,B2B Account Based Marketing Agency,,,,Copyright © 2023 Storysellers. Alle rechten voorbehouden.,b2b account based marketing agency,5967,5594,62,Kotter 106,Amstelveen,1186WN,NL,2008-01-01,Bosma Direct Marketing Consultancy,74012592,+31206453499,604059912,bosma direct marketing consultancy
5969,https://backershage.com,200,Backershage,,,,,backershage,5969,1119,100,Hooftlaan 1,Bussum,1401EA,NL,2012-01-01,Backershage B.V.,55336221,+31356941135,601638871,backershage
5970,https://diamondflame.nl,200,"
      Diamondflame.nl
",mailto:info@diamondflame.nl,tel:+310643449595,,"© 2024,",diamondflamenl,5970,4492,92,Demkaweg 19 B,Utrecht,3555HW,NL,2019-01-01,Diamondflame,84485019,,605150632,diamondflame
5971,https://job-solutions.nl,200,Job Solutions - Job Solutions,,tel:0882050100,,,job solutions job solutions,5971,7518,72,Roggeweg 18,Nijmegen,6534AJ,NL,2003-01-01,Solutions on Silicon B.V.,09135671,+31243500909,519784738,solutions on silicon
5972,https://www.petronics.nl/,200,Elektronica Assemblage | PetRonics,mailto:info@petronics.nl,tel:+31318502233,,© 2003-,elektronica assemblage petronics,5972,9954,57,Wiekslag 15,Veghel,5461KC,NL,2006-01-01,Van Aalst Elektronica,16038203,+31413341370,515611724,aalst elektronica
5977,https://www.camincargo.com/,200,CAMIN CARGO CONTROL,,,,,camin cargo control,5977,737,73,1301 Fraser st Ste 102,Bellingham,98229,US,2015-01-01,Camin Cargo,,+1360-733-4001,168107760,camin cargo
5981,https://www.apotheekkoop.nl/,200,Apotheek Koop BV – Hengelo,mailto:apotheek@apotheekkoop.nl,tel:074-2423465,,,apotheek koop hengelo,5981,1240,76,Havezatenlaan 1  11,Hengelo OV,7557VW,NL,2015-01-01,Apotheek Koop B.V.,06069807,+31742423465,528197687,apotheek koop
5983,https://www.hoveniersbedrijfsmakman.nl/,200,Hoveniersbedrijf Smakman - Tuinonderhoud regelen doet u hier.,mailto:info@hoveniersbedrijfsmakman.nl,tel:+31652292926,,© Hoveniersbedrijf Smakman |,hoveniersbedrijf smakman tuinonderhoud regelen doet u hier,5983,5150,59,Dijk 76,Broek op Langedijk,1721AG,NL,2018-01-01,Hoveniersbedrijf Smakman,70930686,,603694513,hoveniersbedrijf smakman
5984,https://dutraco-deventer.nl,200, Start,mailto:info@dutraco-deventer.nl,tel:0570623493,,© 1972 - 2024 Dutraco Deventer B.V.,start,5984,60,77,Zeewinde 3 Unit H 11,Groningen,9738AM,NL,2008-01-01,Cncstart B.V.,02097820,,498167699,cncstart
5986,https://brut172.com,200,Brut172 | Hans van Wolde,,,,,brut172 hans wolde,5986,5165,56,Westdijk 40 Bg58,Bunschoten Spakenburg,3752AE,NL,2011-01-01,Thomas Wolf Afbouw,51924889,,601201997,thomas wolf afbouw
5988,https://dedolfijn.com,200,De Dolfijn • Zwemvereniging De Dolfijn Amsterdam,mailto:vragen@dedolfijn.com,,,,dolfijn zwemvereniging dolfijn amsterdam,5988,8266,71,President Allendelaan 3,Amsterdam,1064GW,NL,1906-01-01,Zwemvereniging 'De Dolfijn',40532114,+31204114671,522259249,zwemvereniging dolfijn
5989,https://lafeberinfra.nl,200,"
		lafeberinfra.nl
	",,,,,lafeberinfranl,5989,9290,64,Lindestraat 7 A,Nistelrode,5388HT,NL,2008-01-01,A&R Infra B.V.,17238372,+31412610410,600377997,ar infra
5992,https://www.wevi.nl/,200,Wevi – Uw mobiliteitspartner,,tel:+31547284060,,© Wevi 2024 |,wevi uw mobiliteitspartner,5992,840,57,De Slof 1,Dongen,5107RH,NL,2021-01-01,Mobiliteitscentrum Je-Es B.V.,83246398,+31162371397,604990853,mobiliteitscentrum jees
5995,https://www.evansantvoort.nl/,200,Van Santvoort - Enovatieve Installaties,,,,,santvoort enovatieve installaties,5995,8585,65,Kosterdijk 25,Waarder,3466LD,NL,2019-01-01,Smits Installatie Engineering,89100867,+31348501055,605684882,smits installatie engineering
5999,https://www.cfddespits.nl/,200,Centrum Voor Financiële Diensten,mailto:info@cfddespits.nl,tel:+31715140447,,,centrum financiële diensten,5999,1032,100,J.C. de Rijpstraat 20,Leiden,2315WE,NL,2000-01-01,Centrum Voor Financiële Diensten B.V.,28088353,+31715140447,516794672,centrum financiële diensten
6001,https://www.future-home.nl/,200,Future-Home | Voor de complete bouw van uw woning,mailto:info@future-home.nl,tel:+31548549892,,,futurehome complete bouw uw woning,6001,2634,68,Neonstraat 5,Rijssen,7463PE,NL,2011-01-01,Future-Home Bouw en Ontwikkeling B.V.,52914410,+31548549892,601304888,futurehome bouw ontwikkeling
6002,https://www.alpha96.com/,200,Home | alpha96,mailto:info@alpha96.com,,,,home alpha96,6002,3573,74,P V M Gelderland Blauw 3,Heteren,6666LR,NL,2020-01-01,Alpha96 B.V.,80295126,+31858224723,604648011,alpha96
6003,https://www.slotkoor.nl/,200,Slotkoor,,,,,slotkoor,6003,764,62,Argonstraat 3 A,Rijssen,7463PD,NL,2007-01-01,Sloof B.V.,08156758,+31548545236,521088971,sloof
6006,https://www.melaardparket.nl/,200,Melaard Parket | Home,mailto:info@melaardparket.nl,tel:0187470279,,,melaard parket home,6006,8306,85,Beneden Zandpad 170,Middelharnis,3241GA,NL,2019-01-01,Melaard Parket B.V.,74430629,+31187470279,604098864,melaard parket
6009,https://vdlnetwerken.nl,200,Home | VDL Netwerken,,,,© 2024 VDL netwerken,home vdl netwerken,6009,9688,67,Kooiweg Oost 85,Beesd,4153RK,NL,1986-01-01,C. V. Meeteren,11018947,+31345642767,521602439,c v meeteren
6010,https://www.interwork.nl/,200,InterWork. Écht mensenwerk,,,,,interwork écht mensenwerk,6010,766,60,Schoutenbosch 27,Castricum,1901PA,NL,2014-01-01,Schulenberg Schilderwerken,60462671,,602444189,schulenberg schilderwerken
6014,https://dynailsty.nl,200,DYNAILSTY NAIL STUDIO CURACAO NAGELVERZORGING CURACAO,,,,,dynailsty nail studio curacao nagelverzorging curacao,6014,9436,56,Diekmaat 32,Schoonebeek,7761DD,NL,2004-01-01,Hand- en Nagelverzorging Linnails,04072487,+31524531453,600555587,hand nagelverzorging linnails
6015,https://www.wolters-vastgoed.nl/,200,WOLTERS VASTGOED - Home,,tel:0736843201,,"​Copyright © 2020 Wolters Vastgoed, Vught  | ",wolters vastgoed home,6015,1396,86,Reutsedijk 10,Vught,5264PC,NL,2003-01-01,Wolters Vastgoed B.V.,17120695,+31736843201,515511098,wolters vastgoed
6016,https://www.sintelisabethparochie.nl/,200,"Sint Elisabethparochie - R'veer, R'donk, G'berg, Hank, Dussen en Woudr.",mailto:info@separochie.nl,tel:+31162511551,,,sint elisabethparochie rveer rdonk gberg hank dussen woudr,6016,6777,55,Sint Jozeflaan 3,Raamsdonksveer,4941GP,NL,,Sint Elisabethparochie,74901400,,604165113,sint elisabethparochie
6017,https://www.kindbouwchemie.nl/,200,Home - Kind Bouwchemie,mailto:info@kindbouwchemie.nl,tel:0162425637,,©,home kind bouwchemie,6017,8294,86,De Wetering 83,Oosterhout NB,4906CT,NL,2014-01-01,Kind Bouwchemie,60392363,+31162425637,602434996,kind bouwchemie
6018,https://vansteijndamen.com,200,Van Steijn Damen | Bloembollenkwekerij,,,,,steijn damen bloembollenkwekerij,6018,8506,64,Kwikkels 3,Steenwijkerwold,8341SK,NL,1993-01-01,Bamboekwekerij 'De Groene Prins',05052168,+31521589757,528196283,bamboekwekerij groene prins
6019,https://www.greenolive.nl/,200,Hovenier tuinarchitect in Almere en Amsterdam | Greenolive,,,,,hovenier tuinarchitect almere amsterdam greenolive,6019,691,52,Papenlantstraat 21,Goirle,5051BJ,NL,2008-01-01,Stichting Souvenir Muziektheaterproducties,17222629,,600189139,stichting souvenir muziektheaterproducties
6020,https://spuiterijvanlint.nl,200,Home | Spuiterij van Lint,mailto:info@spuiterijvanlint.nl,tel:0187487475,Routebeschrijving,© 2024 Spuiterij van Lint |,home spuiterij lint,6020,6038,85,Pascal 9,Middelharnis,3241MB,NL,1994-01-01,Spuiterij van Lint,87285290,+31187487475,605477637,spuiterij lint
6021,https://www.xifeo.nl/,200,homepage - Xifeo ICT,mailto:info@xifeo.nl,tel:0031362002357,,,homepage xifeo ict,6021,5703,67,Randstad 22 22  141,Almere,1316BZ,NL,2023-01-01,Xifeo Ict B.V.,54340020,+31362002357,601516076,xifeo ict
6022,https://installux.nl,200,installux.nl,,,,,installuxnl,6022,5682,90,Netwerk 136,Purmerend,1446WR,NL,2016-01-01,Installux B.V.,67004628,+31299763610,603220057,installux
6023,https://merus.nl,200,Closing in on cancer | Merus,mailto:enquiries@merus.nl,tel:0031850162500,,© 2024,closing on cancer merus,6023,156,62,Lijsterlaan 6 A,Lieshout,5737PG,NL,1990-01-01,Consign Concept & Design,57197598,+31499425200,602048099,consign concept design
6024,https://garepompidou.nl,200,Gare Pompidou,,,,,gare pompidou,6024,1256,100,Defensie-Eiland 163,Woerden,3441VH,NL,2022-01-01,Gare Pompidou B.V.,87661594,+31348688613,605513356,gare pompidou
6028,https://finenze.nl,200,Finenze - financial consultancy,mailto:info@finenze.nl,tel:+31 (0)53 434 64 84,,,finenze financial consultancy,6028,7712,68,Vensestraat 70,Ven Zelderheide,6599AR,NL,2006-01-01,Haasen Consultancy B.V.,12058828,,525435482,haasen consultancy
6031,https://fotodoor.nl,200,Foto Door Ingrid Mol | Jouw familiefotograaf in West-Brabant,mailto:ingrid@fotodoor.nl,tel:+31 6 10521498,,© foto door ingrid mol,foto ingrid mol jouw familiefotograaf westbrabant,6031,8600,48,Voorstraat 27,Nieuw Vossemeer,4681AC,NL,2019-01-01,Stichting Hondenschool West-Brabant,75557150,,604244832,stichting hondenschool westbrabant
6032,https://fruitbedrijfpronk.nl,200,Welkom bij Fruitbedrijf Pronk,,,,,welkom fruitbedrijf pronk,6032,2712,84,Zwaagdijk 328,Zwaagdijk,1686PG,NL,2010-01-01,Fruitbedrijf Pronk B.V.,37094969,+31229571582,517184808,fruitbedrijf pronk
6034,https://www.thermiekbv.nl/,200,Een specialist in vuurvast materiaal - Thermiek BV,mailto:hallo@uwbedrijfsnaam.nl,tel:06-12345678,,© 2024,specialist vuurvast materiaal thermiek,6034,8906,57,Kanaaldijk 30,Waddinxveen,2741PA,NL,2005-01-01,Boxspringspecialist van der Horst,28106554,+31182611709,525370167,boxspringspecialist der horst
6037,https://www.campers.eu/home/,200,ᑕ❶ᑐ Campers.eu - Europe's best place to buy or rent a camper,mailto:info@campers.eu,tel:0031202117172,,© 2024 Campers.eu B.V.,ᑕ❶ᑐ camperseu europes best place to buy or rent a camper,6037,3494,45,Helftheuvelweg 11,'s-Hertogenbosch,5222AV,NL,2021-01-01,Cama Northern Europe B.V.,82733244,,604936213,cama northern europe
6038,https://marykhotel.com,200,Title of the document,,,,,title of the document,6038,2807,57,Amsteldijk 166,Amsterdam,1079LH,NL,2015-01-01,Stichting Movement on the Ground,64782719,,602965162,stichting movement on the ground
6040,https://heftruckservice-ulestraten.nl,200,S&S HeftruckserviceS&S Heftruckservice,mailto:info@heftruckservice-ulestraten.nl?Subject=Informatie%20aanvraag,,,© 2024 S&S Heftruckservice | Alle rechten voorbehouden | Website door Rik Hendriks & Tumki,ss heftruckservicess heftruckservice,6040,4322,67,Schoenerweg 69,Maastricht,6222NX,NL,1994-01-01,S&S Heftruckservice,87439395,+31433650056,605495370,ss heftruckservice
