"address1","city","postal_code","country","founding_date","name","company_number","phone_number","unique_id"
"Narcisstraat 19","Voorschoten","2252XC","NL","2008-01-01","Le Q B.V.","27320724","+31180594529","0600254232"
"Molenwerf 8 K","Uitgeest","1911DB","NL","2022-01-01","Daan Zonnepanelen B.V.","86363271","+31251732052","0605360402"
"Gastelseweg 45","Roosendaal","4702SZ","NL","2022-01-01","Gezelschapsdierenkliniek Roosendaal B.V.","20101397","+31165557500","0517279723"
"Hyacinthstraat 36","Noordwijk ZH","2201BX","NL","2022-01-01","Excalibur Sports","86473875","","0605375339"
"Boterdorpseweg 76","Bergschenhoek","2661AC","NL","1961-01-01","Gaemers Delft B.V.","29024400","+31105213186","0517317817"
"Europastraat 103","Borne","7622KD","NL","2014-01-01","Harald Geboers Timmerwerken (Hg-T)","61711519","+31742669379","0602593706"
"Gommelsestraat 2","Biezenmortel","5074NG","NL","2004-01-01","Heco Stekcultures B.V.","17172370","+31135113396","0524335493"
"Randweg 21","Emmeloord","8304AS","NL","2007-01-01","Van Keulen Heftrucks B.V.","39097177","+31527612099","0520774381"
"Zuidwending 82","Veendam","9644XL","NL","2011-01-01","Advocatenkantoor Bentum","53496051","+31598820200","0601401999"
"De Wiel 128","Sliedrecht","3361TD","NL","2004-01-01","Spruijt Parket","24344431","+31184418233","0519430308"
"Hastelweg 218","Eindhoven","5652CL","NL","1986-01-01","Caspar de Haan B.V.","17057810","+31402501999","0521443864"
"Forel 66","Amersfoort","3824LC","NL","2018-01-01","De Samenleving 4U2","71737448","","0603790162"
"Talingstraat 12","Alphen aan den Rijn","2406EL","NL","2019-01-01","Judith Clemens Coaching en Begeleiding","74815040","","0604154290"
"Loo 22","Bergeijk","5571KR","NL","2022-01-01","Bax Kampeer Shop B.V.","88748685","+31497572085","0605633917"
"Keizerskroon 40","Papendrecht","3353XP","NL","2023-01-01","Variatiezorg Sanne","89595246","","0605750898"
"Van Weelstraat 46 A 2","Rotterdam","3022ZE","NL","2016-01-01","Rosa Hordijk","66340055","","0603148154"
"Meent 36","Rotterdam","3011JL","NL","1919-01-01","Foto-Kinohandel van der Graaf Meent B.V.","24248309","+31104119105","0529663753"
"Rooijseweg 7","Son en Breugel","5691PA","NL","1988-01-01","Htc Son 2000","41090967","+31499471097","0522710763"
"Hoekeindseweg 27","Bleiswijk","2665KA","NL","2012-01-01","Houweling Architekten B.V.","27320239","+31105215922","0600244386"
"Hofstraat 165","Eindhoven","5641TD","NL","2020-01-01","B2Bpro B.V.","80209122","+31404015050","0604640205"
"Het Aamschot 2","Haarlo","7273PC","NL","2010-01-01","Rondom Rouw Vastgoed B.V.","50441914","","0601020744"
"Zandwal 48","Nieuwegein","3432ZJ","NL","2011-01-01","Goudinkoopburo Theo Kaptein","53568761","","0601411719"
"Rhienderstein 3","Brummen","6971LW","NL","2012-01-01","Palletcentrum Eerbeek B.V.","08147667","+31575566587","0525790521"
"Vastradastraat 2","Sittard","6137AM","NL","1999-01-01","Stichting Primair Openbaar Onderwijs, School en Samenwerking (Prooses)","20688555","+31464515916","0601190404"
"Leiweg 2 B","Geffen","5386KR","NL","2002-01-01","Leewika B.V.","90964128","+31735326166","0605900832"
"Soerelseweg 1","Heerde","8181AK","NL","2005-01-01","Grinwis Zonneveld","09216400","","0600827970"
"Karnemelksloot 66","Gouda","2806BH","NL","2023-01-01","Group Any B.V.","89946790","","0605779684"
"Galderseweg 91","Galder","4855AG","NL","2015-01-01","Gave Tafel","63324016","","0602786095"
"Rijnlandlaan 3","Amsterdam","1062MX","NL","2019-01-01","Gerimedica B.V.","34270859","+31202050988","0498326345"
"Weerenweg 21","Zwanenburg","1161AE","NL","1995-01-01","Silverstone B.V.","67837549","+31204973858","0603314352"
"C Groothandelsmarkt 133","Amsterdam","1051LJ","NL","2020-01-01","Med Fruit Europe B.V.","60877677","+31203343253","0602493294"
"Spaanse Ruiterpad 18","Nieuw Vennep","2153ER","NL","2020-01-01","Bierenbroodspot Techniek","80360343","","0604664771"
"Zandweg 41","Maarssen","3601AE","NL","2021-01-01","Twee Vijf B.V.","64157628","+31346582800","0602881127"
"Kerkplein 8","Malden","6581AC","NL","2015-01-01","M.F.C. Maldensteijn","64449092","+31243572259","0602924149"
"Markweg Zuid 6","Heijningen","4794SN","NL","2017-01-01","Koelhuis Dintelmond B.V.","20129144","+31167523920","0520742164"
"Taurusavenue 155","Hoofddorp","2132LS","NL","1997-01-01","Fluor B.V.","34023348","+31235432432","0513119548"
"Zonnedauw 79","De Meern","3453VX","NL","2020-01-01","Commerce Crew B.V.","77517911","","0604471159"
"Drechtdijk 45","De Kwakel","1424RB","NL","2009-01-01","Lek Bloemenservice B.V.","34343515","+31297534230","0600570178"
"Marie de Roodelaan 6","Enschede","7545RT","NL","2021-01-01","I am Enschede B.V.","83929606","+31534361320","0605077298"
"Waaldijk 6","Andelst","6673MC","NL","2000-01-01","Wolferen B.V.","09117626","+31488451886","0516853171"
"Benraatshoef 24","Raamsdonksveer","4941TL","NL","2002-01-01","Bianca Schmaal","17147284","+31162692148","0518830152"
"Laanweg 11","Schoorl","1871BH","NL","2007-01-01","IJssalon Pinoccio","37132049","+31727436065","0498283942"
"Diepenbrockstraat 9","Leeuwarden","8916EE","NL","2023-01-01","Byjuliette","90550692","","0605861258"
"Vriezendijk 21","Den Ham OV","7683PL","NL","2019-01-01","Bestdeal Automotive B.V.","74003186","+31546785941","0604050174"
"Harenstraat 64","Zuilichem","5305EN","NL","2015-01-01","Viola Schoonmaakbedrijf","64018067","","0602868301"
"5717 Mirage CT NW","Albuquerque","87120","US","2017-01-01","Forum","","+1505-899-3301","0151417436"
"Drachme 17","Dronten","8253EW","NL","2004-01-01","Big Score Sportprijzen & Relatiegeschenken","39085599","+31321333639","0523141891"
"Adenauerhof 8","Goes","4463GR","NL","2018-01-01","Digiworx","72594977","","0603892174"
"Europark 3","Oosterhout NB","4904SX","NL","2018-01-01","Inlenersbeloning.com B.V.","71907149","+31162690410","0603802503"
"Ericssonstraat 2","Rijen","5121ML","NL","2015-01-01","Ddcgroup B.V.","18089212","+31161747828","0526190143"
"I G J van den Boschstr 30","Wilhelminadorp","4475AL","NL","2011-01-01","Flexiproject B.V.","22063944","+31113221305","0498348093"
"Meervalweg 39","Landsmeer","1121JM","NL","2006-01-01","Ams I B.V.","34261046","+31204821372","0520587701"
"Wattweg 39","Spijkenisse","3208KH","NL","2021-01-01","Bonapi B.V.","85028061","","0605197473"
"I.B.C.-Weg 5","Best","5683PK","NL","1994-01-01","Des Pots B.V.","17065856","+31499397722","0524178541"
"Radarweg 60","Amsterdam","1043NT","NL","2021-01-01","Dcommerce Solutions B.V.","67178618","","0603246940"
"Diezestraat 10","Assen","9406RD","NL","2012-01-01","Companypoint B.V.","56069111","+31852737487","0601907577"
"Dorpsstraat 30 A","Casteren","5529AW","NL","2018-01-01","Teurlings-De Mulder B.V.","73529931","+31497681555","0603989253"
"George Maduroplein 1","'s-Gravenhage","2584RZ","NL","1995-01-01","Madurodam B.V.","27154032","+31704162400","0530670757"
"Bergeenderweg 4","Breezand","1764MG","NL","2011-01-01","Handelsonderneming D. Genet","52550508","+31223521317","0601278494"
"Langstraat 5","Halsteren","4661SE","NL","2013-01-01","Monkey Town Bergen op Zoom V.O.F.","59134577","+31164851888","0602285097"
"Marktstraat 1","Bodegraven","2411BE","NL","2018-01-01","Donkey Mobile B.V.","73060674","","0603939512"
"Hurksestraat 10","Eindhoven","5652AJ","NL","2018-01-01","#Spon Influencer Agency","73156469","","0603957804"
"Schelgeest 1","Castricum","1901HB","NL","2000-01-01","Mondhygiënepraktijk Helen van Prooijen","34337641","+31251654051","0600522449"
"Bos en Lommerweg 15 2","Amsterdam","1055DK","NL","2018-01-01","Simone van der Vlist","71415580","","0603752379"
"Tinus van der Sijdestr 17","Sprang-Capelle","5161CD","NL","2011-01-01","Diederik Verhoeven, Jurist","51811200","","0601176274"
"Heliconweg 52","Leeuwarden","8914AT","NL","2010-01-01","Wtc Expo B.V.","51158531","+31582941500","0601105436"
"H.J.E. Wenckebachweg 56","Amsterdam-Duivendrecht","1114AD","NL","1909-01-01","De Kruijff B.V.","33155776","+31205620620","0518018654"
"Lijsterbeslaan 4","Vught","5263EP","NL","2010-01-01","Biemans Verboven & co Investments B.V.","32110799","","0497131282"
"Oerdonk 8","Beuningen Gld","6641LJ","NL","2001-01-01","Fiscxcel B.V.","09121709","+31246777944","0517551635"
"'s Gravesandestraat 27","Amersfoort","3817SZ","NL","2003-01-01","Alter B.V.","32096247","+31334651332","0519654139"
"Jacques Dutilhweg 241","Rotterdam","3065KA","NL","2017-01-01","Searchome B.V.","69063567","+31102026354","0603461766"
"Marktstraat 2","Ootmarsum","7631BZ","NL","1988-01-01","De Duizendpoot","04035681","+31541299151","0522754252"
"De Schaapherderstraat 27 1","Amsterdam","1061GR","NL","2014-01-01","Koeriersbedrijf Connect","61677140","","0602589374"
"Waardgracht 83","Leiden","2312RN","NL","2021-01-01","Sodu Solutions","84360135","","0605135277"
"Dadelberg 6","Roosendaal","4708DN","NL","2012-01-01","Vepox B.V.","55408125","+31165568652","0601648319"
"De Netelhorst 14","Hattem","8051KE","NL","2015-01-01","Noordman Wonen B.V.","63586762","+31384442600","0602813810"
"Rijksstraatweg 97","Haren GN","9752BA","NL","2015-01-01","Hermen Grasman Ontwerp V.O.F.","62330977","+31505276055","0602666808"
"Wijkerstraatweg 162","Velsen-Noord","1951EK","NL","2020-01-01","Meerzicht Vve Beheer","76776905","+31251261055","0604385551"
"Bakkersdam 1 A","Heusden","5256PK","NL","2020-01-01","Teamco Shipyard B.V.","17183107","+31416665500","0497298321"
"Vlietweg 8","Klundert","4791EZ","NL","2020-01-01","Aquadistri B.V.","23084659","+31168408333","0497579470"
"Stationsstraat 44","Helmond","5701MK","NL","2005-01-01","Anx Kapper","17174124","+31492326144","0524561280"
"Paxlaan 11","Delft","2613GC","NL","2005-01-01","Wakame","27278411","","0525199186"
"Amerlandseweg 12","Breukelen UT","3621ZC","NL","2015-01-01","Onelinq B.V.","63548046","+31889956000","0602816303"
"Groningerstraat 7","Deventer","7418BX","NL","2021-01-01","Zaza Car B.V.","82166110","","0604868343"
"Blauw-Roodlaan 92","Zoetermeer","2718SJ","NL","2019-01-01","Osteopathie Centrum Zoetermeer B.V.","74495771","+31793620934","0604108789"
"Pontstraat 4","Waregem","8791","BE","1983-01-01","Cnudde","0424841192","+3256358415","0394884137"
"Haaksbergerstraat 175","Enschede","7513EL","NL","2015-01-01","Golden Egg Check B.V.","63542560","","0602808306"
"J.A. van Seumerenlaan 5 -7","Uithoorn","1422XS","NL","2000-01-01","Karakter Uitgevers B.V.","34136686","+31297386444","0516331509"
"Mercuriusweg 15","Barneveld","3771NC","NL","2015-01-01","Ripca B.V.","09043748","+31342404140","0513561023"
"Reyer Anslostraat 23","Utrecht","3522DE","NL","2018-01-01","Frank Wouterse B.V.","71723862","+31302804353","0603782476"
"President Allendelaan 3","Amsterdam","1064GW","NL","1906-01-01","Zwemvereniging 'De Dolfijn'","40532114","+31204114671","0522259249"
"Akerstraat 114","Heerlen","6417BP","NL","2018-01-01","Brull Belastingadviseurs B.V.","14044511","+31455717885","0525868504"
"Olmenlaan 4","Leusden","3833AV","NL","2009-01-01","Trideco B.V.","09213356","+31334345800","0600785726"
"Zwaardklamp 3","Huizen","1271GK","NL","1995-01-01","Targetmedia B.V.","32061492","+31884445400","0600266113"
"De Hoeven 3 C","Beekbergen","7361AK","NL","2015-01-01","Elektradirect.nl","64106101","","0602882822"
"Pontsteeg 16","Deventer","7411KR","NL","2007-01-01","Fischer Trendy","63710064","+31570641222","0602832533"
"Meerweg 41","Breezand","1764KG","NL","2018-01-01","Creado","73188417","","0603963773"
"Jan Heynslaan 67","Eindhoven","5622KK","NL","2012-01-01","Lanai Veranda V.O.F.","85258601","","0605241477"
"Gooiland 6","Roelofarendsveen","2371PJ","NL","1999-01-01","Dreef","55813526","+31715515779","0601695676"
"Charles Petitweg 39","Breda","4827HJ","NL","2004-01-01","Hanko Handelmaatschappij B.V.","20059105","+31765875252","0524509631"
"Costerstraat 14","Heerhugowaard","1704RJ","NL","2017-01-01","Interflame","67800483","+31725642123","0603319713"
"50 Speen st Ste 202","Framingham","01701","US","2007-01-01","Punchbowl Llc","","+1508-589-4486","0113948455"
"Dinkelstraat 50","Enschede","7523BZ","NL","1998-01-01","Books and Boxes","06088350","+31534338226","0514120524"
"Randduinweg 29","Oostkapelle","4356HC","NL","2021-01-01","Axirisk B.V.","81931115","","0604841395"
"Welbergswegje 4","Steenbergen NB","4651TH","NL","2014-01-01","Coymans B.V.","61367206","+31167854763","0602552285"
"Ziekerstraat 29","Nijmegen","6511LE","NL","2020-01-01","Doorman B.V.","10009090","+31243221220","0515021593"
"Hillebrant Jacobsplein 28","'s-Gravenhage","2515XS","NL","2009-01-01","Blend Vastgoed B.V.","27333559","+31703252664","0600402471"
"Zuiderstraat 50","Zwaag","1689HE","NL","2007-01-01","De Witte Valk B.V.","36013842","+31229261473","0524984484"
"Burdinewei 8","Nes","8494NH","NL","2020-01-01","De Nije Pleats","80989616","+31566841964","0604738392"
"Zuiderzeestraatweg 162 A","Oldebroek","8096CE","NL","2009-01-01","Dickhof Mode","08022698","+31525631756","0524585614"
"Annabellastraat 31","Nijmegen","6515CG","NL","2017-01-01","Stichting G-Support","67703100","","0603312825"
"1423 Clayton st","Denver","80206","US","2018-01-01","Boutique Apartments","","+1303-284-6923","0227198022"
"Ambachtstraat 21","Rutten","8313AV","NL","1989-01-01","A.P. Machinebouw B.V.","39047946","+31527618246","0524155938"
"Productiestraat 3","Terneuzen","4538BX","NL","2006-01-01","Centraal Techniek B.V.","22059742","+31115563210","0497570373"
"Vlasakker 17","Heesch","5384NN","NL","2007-01-01","Viva Podolux","17200385","+31412850549","0601424783"
"Burgemeester Burgerslaan 40 A","Rosmalen","5245NH","NL","2019-01-01","Droning4Solar B.V.","75275864","+31850603859","0604202154"
"dr. Lovinklaan 12","Alphen aan den Rijn","2405CM","NL","2017-01-01","Bouklus","68707304","","0603429481"
"1819 E Southern Ave Ste B10","Mesa","85204","US","1982-01-01","Naydon Corporation","","+1480-926-3200","0141801964"
"De Wetering 83","Oosterhout NB","4906CT","NL","2014-01-01","Kind Bouwchemie","60392363","+31162425637","0602434996"
"Hollandse Hout 269","Lelystad","8244GM","NL","2009-01-01","Point IT B.V.","39065026","","0498461858"
"Cramignonstraat 23","Eijsden","6245CP","NL","2021-01-01","Kirsten Rouschop Photography","83908595","","0605080672"
"Einsteinstraat 32","Maastricht","6227BZ","NL","1968-01-01","Stichting Ontmoetingscentrum Heer","14626629","+31433612246","0523206923"
"Slotenmakerstraat 13","Naaldwijk","2672GC","NL","2022-01-01","Zwirs Elektrotechniek B.V.","27273235","+31174610629","0524414115"
"3040 Post Oak Blvd Ste 800","Houston","77056","US","1983-01-01","Abercrombie Company","","+1713-297-8131","0222374153"
"Adriaen van Ostadelaan 53","Utrecht","3583AB","NL","2016-01-01","Van Dijk Advocatenkantoor","67194788","+31303333000","0603248209"
"Coenecoop 5","Waddinxveen","2741PG","NL","1975-01-01","Koninklijke Vereniging Onderhoudnl, Vereniging van (Restauratie-)Schilders- en (Totaal-)On","40409386","+31182571444","0497831094"
"Bovenstraat 14","Noorbeek","6255AV","NL","1991-01-01","Taxi Bastings B.V.","14629385","+31434571215","0526806273"
"Dobbelmannduin 9","Noordwijk ZH","2202CW","NL","2014-01-01","Logizmic B.V.","59997095","","0602383160"
"Orion 99","Amstelveen","1188BZ","NL","2015-01-01","Tandarts Middenhoven B.V.","59314737","+31206455994","0602296617"
"W. Schweitzerlaan 16","Heerlen","6419BB","NL","2019-01-01","Logister Groep B.V.","74533452","+31455741069","0604109817"
"Beneden Zandpad 170","Middelharnis","3241GA","NL","2019-01-01","Melaard Parket B.V.","74430629","+31187470279","0604098864"
"Koopmanstraat 34","Naaldwijk","2672GB","NL","2016-01-01","Vvalo B.V.","27172797","+31174280179","0513908244"
"Economiestraat 10","Sittard","6135KV","NL","1982-01-01","Widdershoven B.V.","14034568","+31464526250","0515432816"
"Hoogakker 6","Hapert","5527AE","NL","2017-01-01","Caravan Extra B.V.","17066681","+31499576076","0524423319"
"Arendshorstlaan 23","Zwolle","8043VE","NL","2022-01-01","Bistro de Stadshoeve B.V.","88216764","+31384579877","0605578350"
"Emmalaan 25","Amsterdam","1075AT","NL","2021-01-01","Rkz Makelaars B.V.","83280103","+31202600151","0604999411"
"Handelsweg 53","Amstelveen","1181ZA","NL","2012-01-01","Partner in Compliance B.V.","56788711","+31203080680","0601995366"
"Grote Haag 1","Amersfoort","3811HH","NL","2002-01-01","Pepperminds Nederland B.V.","25381156","+31334220430","0601689515"
"Montageweg 1","Nieuwegein","3433NT","NL","2005-01-01","Vereniging van Eigenaars Parelduiker 22 en 24 en Fuutstraat 25 te Nieuwegein","30276410","","0600759415"
"Glorieuxlaan 4","Vught","5261SJ","NL","2015-01-01","Rialen Vastgoed B.V.","18086087","","0520628546"
"Laan van Meerdervoort 78 B","'s-Gravenhage","2517AP","NL","2023-01-01","Bulut-Ay","91768357","","0606003971"
"Mierloseweg 244","Helmond","5707AV","NL","2019-01-01","At Logistics B.V.","74748114","+31850250084","0604137372"
"De Plank 91","Veldhoven","5504EE","NL","2021-01-01","Sankomij Installatietechniek B.V.","17065532","+31493440144","0524314377"
"Bernhardlaan 9","Etten-Leur","4872BL","NL","2010-01-01","De Innovatiefabriek B.V.","20130136","+31765030960","0521060980"
"Longobardenweg 4","Oss","5342PL","NL","2019-01-01","Pali Meat B.V.","16053774","+31412672333","0525052224"
"Raadhuisplein 100","Drachten","9203EC","NL","2009-01-01","Hettinga Consultancy","01142889","+31507521046","0600397532"
"Fahrenheitstraat 15","Harderwijk","3846BM","NL","2007-01-01","Btb Mouldings B.V.","08160359","+31341430707","0526126444"
"Buorren 4","Waaksens","8845SG","NL","2011-01-01","Sieperda Tuinen","52638855","","0601290280"
"Vechtstraat 11 C","Groningen","9725CS","NL","2017-01-01","Gediplomeerd Pedicure Esther","67760473","","0603316235"
"Lawickse Allee 130","Wageningen","6709DZ","NL","2010-01-01","Kinderopvang Wageningen B.V.","25785257","+31317450310","0601934116"
"Prins Bernhardstraat 23","Burgum","9251GK","NL","2019-01-01","Lithoja Beheer B.V.","76597091","","0604358055"
"Olof Palmestraat 6","Delft","2616LM","NL","2007-01-01","Fox-It B.V.","27301624","+31152847999","0526152861"
"Tsjerkebuorren 48","Spannum","8843KE","NL","2016-01-01","Let's Play Bridezilla","65821386","","0603084372"
"Kieveen 3","Zweeloo","7851AN","NL","1997-01-01","Nijland Installatietechniek B.V.","01046096","+31591372295","0601340278"
"Randstad 22 22  15","Almere","1316BZ","NL","2018-01-01","Devion B.V.","71176926","+31362022165","0603714946"
"Pauvreweg 5","Etten-Leur","4879NA","NL","1994-01-01","Bagijn Gereedschappen B.V.","20072585","+31765022666","0529435913"
"Bennebroekerdreef 50","Bennebroek","2121CP","NL","1997-01-01","Bindels B.V.","28050617","+31235514467","0513453170"
"Piet Heinkade 167","Amsterdam","1019GM","NL","1979-01-01","Funda B.V.","30061041","+31205618200","0517485714"
"Overgauwseweg 31","Pijnacker","2641NC","NL","2023-01-01","Shanna van Gentevoort","92372376","+31153697794","0606077628"
"Pergolesilaan 6","Bergen op Zoom","4614VV","NL","2020-01-01","Autobedrijf van Oorschot B.V.","81262604","+31164230600","0604766075"
"Kamille 28","Zwaag","1689TS","NL","2023-01-01","Mjt Holding B.V.","88810240","","0605647908"
"Tweespan 58","Veenendaal","3902GH","NL","2019-01-01","Bimstek Technisch Tekenburo","74735756","","0604145823"
"Dorpsstraat 21","Vleuten","3451BH","NL","2021-01-01","Skindependent Holding B.V.","84706147","","0605166120"
"Franklinstraat 3","Weert","6003DK","NL","2022-01-01","Cook&Baker B.V.","65893611","","0603086296"
"Roompot 17","Arnemuiden","4341LK","NL","2005-01-01","Praktijk Voor Huid- en Oedeemtherapie E.Q. de Rijk","20167599","+31118606044","0600840601"
"Singaporestraat 74","Lijnden","1175RA","NL","2004-01-01","Stichting Doorzaam","34201427","+31183645020","0600175656"
"Minosstraat 20","Tilburg","5048CK","NL","1991-01-01","Innofa B.V.","18030882","+31135299960","0523014854"
"Haefland 1","Brunssum","6441PA","NL","2012-01-01","Heijing Adviesbureau B.V.","17208807","+31452031137","0526303021"
"Nijverheidstraat 29","Genemuiden","8281JD","NL","1997-01-01","Prestige Reclame B.V.","05043501","+31383859209","0521770952"
"Voederheil 6 A","Zeeland","5411RK","NL","2022-01-01","Molenkoning B.V.","17266404","+31486415174","0600704865"
"Nieuwe Uitleg 5","Bakel","5761EB","NL","2009-01-01","Q-Civiel B.V.","17200756","","0520798703"
"Zilvermeeuw 16","Etten-Leur","4872RR","NL","2012-01-01","Xsilver-It","54576334","+31765022545","0601544725"
"Voorstraat 57","Kollum","9291CD","NL","2010-01-01","Ahead","50426834","+31852733200","0601019076"
"Steenspil 26","Halsteren","4661TZ","NL","2021-01-01","Adairco B.V.","84578580","+31186715022","0605155894"
"Steengraaf 40","Erp","5469TR","NL","2023-01-01","Sonalux","88801543","","0605655383"
"Frederik Hendriklaan 294","'s-Gravenhage","2582BN","NL","2008-01-01","Boosty I B.V.","27323241","+31704049610","0600281233"
"Janssoniuslaan 80","Utrecht","3528AJ","NL","2018-01-01","Hanno B.V.","72136723","+31302082010","0603831045"
"Eikbosserweg 90","Hilversum","1214AL","NL","2022-01-01","Croelofsmedia","85491608","","0605266416"
"Boterhamvaartweg 2","Antwerpen","2030","BE","1997-01-01","Gsk Brokers","0459964201","+3232310648","0496921316"
"Herenweg 10 C","Maarssen","3602AP","NL","2020-01-01","Tuinmetamorfose B.V.","78177537","+31346579835","0604541781"
"Westersingel 92","Rotterdam","3015LC","NL","2016-01-01","De Hef Advocaten","64885879","+31107171708","0602975894"
"Edisonstraat 16","Numansdorp","3281NC","NL","2023-01-01","Broersen Auto's B.V.","23091236","+31186680441","0514393675"
"Ereprijsweg 10","Bergen NH","1861XL","NL","2017-01-01","Joepp Makelaardij","70061637","","0603590960"
"Nieuwstraat 28","Gemert","5421KP","NL","2015-01-01","Voetinstituut Penninx B.V.","17045409","+31492361553","0515813536"
"Wassenaarweg 40","Arnhem","6843NW","NL","2013-01-01","Roq Vastgoed B.V.","58840885","+31262020325","0602247998"
"Sloetstraat 5","Nijmegen","6524AR","NL","1987-01-01","Gloedcommunicatie B.V.","10145670","+31243239110","0601005398"
"Hoogven 16","Erp","5469EM","NL","2012-01-01","FG Bedrijfsontwikkeling B.V.","54339545","+31413212044","0601516027"
"Tractieweg 41","Utrecht","3534AP","NL","2015-01-01","Werkspoor Kathedraal B.V.","34932933","+31303050333","0603141654"
"Haelenscheweg 1","Baexem","6095PC","NL","2015-01-01","De Bombardon B.V.","63365200","+31475440502","0602791388"
"Nobelstraat 31","Harderwijk","3846CE","NL","2022-01-01","Tracopen B.V.","08169948","+31341741041","0600149576"
"Lekdijk 66","Langerak ZH","2967GC","NL","2023-01-01","Doolgelukkig B.V.","90175573","+31184601409","0605810414"
"Krijthehof 20","Wageningen","6709TZ","NL","2010-01-01","Rikkers Infographics","51075288","","0601096011"
"Bozenhoven 29","Mijdrecht","3641AB","NL","2015-01-01","Bloemboutique Chanty","64185141","","0602891116"
"Oosterlandweg 45","Mijdrecht","3641PV","NL","1997-01-01","F.N. Kempen B.V.","30129868","+31297593589","0529968360"
"Lange Weistraat 1","Kerkdriel","5331LH","NL","2020-01-01","RO Tuinen B.V.","64595188","","0602934075"
"Koningin Julianastraat 21","Emmeloord","8302CC","NL","1992-01-01","Architectenbureau Klaver B.V.","39051806","+31527613140","0526774083"
"De Stichtse Rand 42","Rhenen","3911JV","NL","1996-01-01","Adviesbureau Hoorn B.V.","30137240","+31317616369","0497416183"
"IT Ferset 38","Makkum FR","8754LC","NL","2023-01-01","Skynsel Therapie & Coaching","90081994","","0605806004"
"Nudepark 99 E","Wageningen","6702DZ","NL","2006-01-01","Verkeersschool Go4All","30210326","+31317750674","0497520113"
"Weverstraat 2","Uden","5405BN","NL","1998-01-01","Autopark Uden B.V.","17104037","+31413332424","0513700989"
"Mary van der Sluisstraat 484","Amsterdam","1095ME","NL","2023-01-01","Layla Gegout","91369215","","0605958277"
"Eikenlaan 13 Kamer 9","Ede Gld","6711MA","NL","2020-01-01","Stichting Administratiekantoor Procione Investments","77283201","","0604449141"
"Zwarte Zee 92","Maassluis","3144DE","NL","1991-01-01","P.B.P. Compressoren B.V.","24191925","+31105926915","0526523984"
"Osloweg 1","Groningen","9723BE","NL","2019-01-01","The Sales Network","76566390","","0604361375"
"Buitenzorglaan 3","Ede Gld","6712GN","NL","2020-01-01","Bouwcalc Ede B.V.","77762088","+31318631158","0604502205"
"De Traanbok 2 C","Enkhuizen","1601MD","NL","2010-01-01","Mooibroek Bestrating","50534734","","0601031857"
"Jeruzalemweg 5 C","Maastricht","6222NG","NL","2023-01-01","Matheo Harmsen","89539664","","0605743194"
"Noordloo 25","Annen","9468AV","NL","2023-01-01","Bentum Inframanagement B.V.","89592662","","0605740275"
"Bredewater 26","Zoetermeer","2715CA","NL","2012-01-01","Transition IT B.V.","54947308","","0601590052"
"Dorpsstraat 120","Benthuizen","2731AS","NL","2008-01-01","Incitem B.V.","27311717","+31793421910","0600146296"
"Beverstraat 65","Utrecht","3513AP","NL","2005-01-01","Mitchies","24378947","","0525135512"
"Langelaan 2","Noordwijkerhout","2211XT","NL","2015-01-01","All American Bowling","64255212","+31252372202","0602900742"
"Buizerdlaan 75","'s-Gravenhage","2496HG","NL","2011-01-01","Atz Diensten","87579278","","0605514113"
"Jean Monnetpark 11","Apeldoorn","7336BA","NL","2021-01-01","Bosworx B.V.","08145227","+31555762856","0497985003"
"Diamantstraat 78","Hilversum","1211RE","NL","2018-01-01","Branko Falentijn Coaching","71742700","","0603790595"
"Ter Hofstadlaan 23","Someren","5711VS","NL","2010-01-01","PC Patrol","24483387","+31851308931","0600809038"
"Brederowende 17","Hillegom","2182VW","NL","2020-01-01","HE and She Gifts","80200176","","0604644117"
"Hadewijchstraat 135","Alkmaar","1813JK","NL","2016-01-01","Cleaningservice Danielle","65397118","","0603035776"
"Bokkelderweg 3","Aalten","7121MP","NL","2008-01-01","Scouting Aalten","09181442","+31543472962","0600204066"
"Benschopperstraat 9","IJsselstein UT","3401DG","NL","2020-01-01","Snackbar 't Braadspit","80398103","+31306881077","0604667854"
"Roelof Brinkstraat 12","Staphorst","7951DW","NL","2022-01-01","Bivista Meubelen","87369702","","0605487158"
"Ahornstraat 20","'s-Gravenhage","2565ZX","NL","2021-01-01","Superframe","83800123","","0605067671"
"Reigerskamp 570","Maarssen","3607JH","NL","2021-01-01","Nature's Energy Recources","83600191","+31346560501","0605045463"
"De Dompelaar 1 E","De Meern","3454XZ","NL","2021-01-01","Quantaris B.V.","20154382","+31306005801","0600543682"
"Cruijsberg 17","Heesch","5384MV","NL","2021-01-01","Rebaja Holding B.V.","84541725","","0605148692"
"Torenlaan 17","Blaricum","1261GA","NL","2012-01-01","White Lighthouse B.V.","56279523","+31358874982","0601939895"
"Wesselseweg 182","Kootwijkerbroek","3774RM","NL","2011-01-01","Meester-Poeliers","53670221","","0601436063"
"Riddererf 1","Nijkerk Gld","3861PT","NL","2018-01-01","M2 Vloeren B.V.","31011141","+31334505030","0517548792"
"Fransezoom 13","Nieuwerkerk A.D. IJssel","2912GA","NL","2006-01-01","Celestial Body","85105228","+31180326818","0605223452"
"Hoofdstraat 39 B","Gorssel","7213CP","NL","2008-01-01","Smits van Waesberghe Makelaars","08170804","+31575492080","0600161294"
